filepath,class,split
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150715_24304.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150715_24307.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144305_23206.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151727_24862.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152703.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152703_25108.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152703_25111.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153553_25857.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154605.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154605_26652.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154605_26655.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144324_23218.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153022_25373.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154516.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154516_26564.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154516_26567.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153137_25497.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150129_23997.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_143637_22965.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144430_23273.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153835_26113.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182213.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182213_27564.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182213_27567.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151721.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151721_24848.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151721_24851.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144114_23158.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150638.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150638_24252.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150638_24255.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153743_26029.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154727_26768.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154727_26771.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153128_25489.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152216_24966.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153644.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153644_25924.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153644_25927.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_143854_23066.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144724_23425.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150047.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153119_25466.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144844_23470.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150107_23961.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_143854.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_143854_23064.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_143854_23067.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154758_26833.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_145121_23590.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144034_23129.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144347_23250.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154306_26470.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154606_26657.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182326_27636.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182326_27639.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151400_24606.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152651.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152651_25076.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152651_25079.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151401_24609.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150905.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150905_24396.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150905_24399.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154235.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154235_26424.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154235_26427.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_145632_23718.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153456_25821.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153150_25530.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154507.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154507_26548.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154507_26551.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153951_26233.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152211_24962.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153419_25753.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144336_23233.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154222.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154222_26396.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154222_26399.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182102_27405.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153923.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153923_26188.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153923_26191.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151708.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151708_24836.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151708_24839.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153922_26185.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728181701.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728181701_27236.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728181701_27239.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_145943_23874.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152003.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152003_24916.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152003_24919.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153229.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153229_25576.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153229_25579.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_143522_22898.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152921.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151723.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151723_24852.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151723_24855.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153433.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153433_25768.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153433_25771.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154815_26845.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151027.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151027_24464.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151027_24467.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152902_25278.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728181701_01.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728181701_01_27240.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728181701_01_27243.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153358_25710.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144356_23262.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_145706_23749.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154758_26834.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153810.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150823_24353.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153022_25374.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151403_24614.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151601_24746.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182120_27426.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_145948_23881.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182154_27501.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150043_23898.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153128_25490.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153435_25774.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151023_24458.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153611_25861.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182330_01.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182330_01_27644.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182330_01_27647.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153119_25465.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144008_23106.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182202_27530.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728181709.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728181709_27256.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728181709_27259.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151652.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151652_24804.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151652_24807.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_151956_24909.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_143744_23010.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_150049_23914.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_152822_25222.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154321.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154321_26488.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154321_26491.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153611.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154531.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154531_26592.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_154531_26595.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\IMG20200728182200_27521.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153124.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153124_25480.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_153124_25483.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_145113_23570.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144845.jpg,Pomegranate_Good,train
data\Processed Images_Fruits\Good Quality_Fruits\Pomegranate_Good\20190820_144845_23472.jpg,Pomegranate_Good,train
